Name,Identification,MachineType,ELFVersion,EntryPointAddress,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_flags,.text_size,.text_entsize,.text_table_index_link,.text_info,.text_alignment,.bss_type,.bss_flags,.bss_size,.bss_entsize,.bss_table_index_link,.bss_info,.bss_alignment,.comment_type,.comment_flags,.comment_size,.comment_entsize,.comment_table_index_link,.comment_info,.comment_alignment,.data_type,.data_flags,.data_size,.data_entsize,.data_table_index_link,.data_info,.data_alignment,.data1_type,.data1_flags,.data1_size,.data1_entsize,.data1_table_index_link,.data1_info,.data1_alignment,.debug_type,.debug_flags,.debug_size,.debug_entsize,.debug_table_index_link,.debug_info,.debug_alignment,.dynamic_type,.dynamic_flags,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_info,.dynamic_alignment,.dynstr_type,.dynstr_flags,.dynstr_size,.dynstr_entsize,.dynstr_table_index_link,.dynstr_info,.dynstr_alignment,.dynsym_type,.dynsym_flags,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_flags,.fini_size,.fini_entsize,.fini_table_index_link,.fini_info,.fini_alignment,.hash_type,.hash_flags,.hash_size,.hash_entsize,.hash_table_index_link,.hash_info,.hash_alignment,.gnu.hash_type,.gnu.hash_flags,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_info,.gnu.hash_alignment,.init_type,.init_flags,.init_size,.init_entsize,.init_table_index_link,.init_info,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_table_index_link,.got_info,.got_alignment,.interp_type,.interp_flags,.interp_size,.interp_entsize,.interp_table_index_link,.interp_info,.interp_alignment,.line_type,.line_flags,.line_size,.line_entsize,.line_table_index_link,.line_info,.line_alignment,.note_type,.note_flags,.note_size,.note_entsize,.note_table_index_link,.note_info,.note_alignment,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_table_index_link,.plt_info,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_table_index_link,.rodata_info,.rodata_alignment,rodata1_type,rodata1_flags,rodata1_size,rodata1_entsize,rodata1_table_index_link,rodata1_info,rodata1_alignment,.shstrtab_type,.shstrtab_flags,.shstrtab_size,.shstrtab_entsize,.shstrtab_table_index_link,.shstrtab_info,.shstrtab_alignment,.strtab_type,.strtab_flags,.strtab_size,.strtab_entsize,.strtab_table_index_link,.strtab_info,.strtab_alignment,.symtab_type,.symtab_flags,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sdata_type,.sdata_flags,.sdata_size,.sdata_entsize,.sdata_table_index_link,.sdata_info,.sdata_alignment,.sbss_type,.sbss_flags,.sbss_size,.sbss_entsize,.sbss_table_index_link,.sbss_info,.sbss_alignment,.lit8_type,.lit8_flags,.lit8_size,.lit8_entsize,.lit8_table_index_link,.lit8_info,.lit8_alignment,.gptab_type,.gptab_flags,.gptab_size,.gptab_entsize,.gptab_table_index_link,.gptab_info,.gptab_alignment,.conflict_type,.conflict_flags,.conflict_size,.conflict_entsize,.conflict_table_index_link,.conflict_info,.conflict_alignment,.tdesc_type,.tdesc_flags,.tdesc_size,.tdesc_entsize,.tdesc_table_index_link,.tdesc_info,.tdesc_alignment,.lit4_type,.lit4_flags,.lit4_size,.lit4_entsize,.lit4_table_index_link,.lit4_info,.lit4_alignment,.reginfo_type,.reginfo_flags,.reginfo_size,.reginfo_entsize,.reginfo_table_index_link,.reginfo_info,.reginfo_alignment,.liblist_type,.liblist_flags,.liblist_size,.liblist_entsize,.liblist_table_index_link,.liblist_info,.liblist_alignment,.rel.dyn_type,.rel.dyn_flags,.rel.dyn_size,.rel.dyn_entsize,.rel.dyn_table_index_link,.rel.dyn_info,.rel.dyn_alignment,.rel.plt_type,.rel.plt_flags,.rel.plt_size,.rel.plt_entsize,.rel.plt_table_index_link,.rel.plt_info,.rel.plt_alignment,.got.plt_type,.got.plt_flags,.got.plt_size,.got.plt_entsize,.got.plt_table_index_link,.got.plt_info,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_FUNC_STB_LOCAL,STT_OBJECT_STB_WEAK,STT_OBJECT_STB_LOCAL,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,s_STT_SECTION_STB_GLOBAL,symbol_tab,s_STT_SECTION_STB_LOCAL,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,VERSYM,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GOT32,R_386_RELATIVE,R_386_GOTOFF,R_386_PC16,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,R_386_NONE,R_386_PC32,R_386_16,R_386_PC8,R_386_8,R_386_PLT32,R_386_32PLT,R_386_32,R_386_GOTPC,R_386_SIZE32,GOT_SIZE,HASH_SIZE,label
1628,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4003e0,64,6616,0,64,56,9,64,31,28,PROGBITS,AX,418.0,0.0,0.0,0.0,16.0,NOBITS,WA,8.0,0.0,0.0,0.0,1.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,56.0,0.0,0.0,0.0,1.0,DYNSYM,A,72.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,32.0,10.0,0.0,0.0,16.0,PROGBITS,AM,4.0,4.0,0.0,0.0,4.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,535.0,0.0,0.0,0.0,1.0,SYMTAB,,1608.0,18.0,30.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,32.0,8.0,0.0,0.0,8.0,1,3,0,0,0,0,1,1,1,1,1,0,1,2,0,0,4,0,67,0,0,12,16,8,15,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,B
1059,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400470,64,6728,0,64,56,9,64,31,28,PROGBITS,AX,482.0,0.0,0.0,0.0,16.0,NOBITS,WA,8.0,0.0,0.0,0.0,1.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,70.0,0.0,0.0,0.0,1.0,DYNSYM,A,120.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,64.0,10.0,0.0,0.0,16.0,PROGBITS,A,54.0,0.0,0.0,0.0,4.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,583.0,0.0,0.0,0.0,1.0,SYMTAB,,1656.0,18.0,30.0,48.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,48.0,8.0,0.0,0.0,8.0,1,5,0,0,0,0,1,1,1,3,3,0,3,2,0,0,5,0,69,0,0,14,17,9,16,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,28,B
gnome-calendar,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,416250,64,367824,0,64,56,9,64,30,29,PROGBITS,AX,166114.0,0.0,0.0,0.0,16.0,NOBITS,WA,656.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,484.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,704.0,10.0,6.0,0.0,8.0,STRTAB,A,26900.0,0.0,0.0,0.0,1.0,DYNSYM,A,25680.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,2420.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,13040.0,10.0,0.0,0.0,16.0,PROGBITS,A,36920.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,278,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,6536.0,8.0,0.0,0.0,8.0,1,1070,2,0,0,0,5,5,1,1058,1058,4,1064,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,16,1,37,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6544,2420,B
linkicc,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401d7c,64,21344,0,64,56,9,64,28,27,PROGBITS,AX,5474.0,0.0,0.0,0.0,16.0,NOBITS,WA,392.0,0.0,0.0,0.0,64.0,,,,,,,,PROGBITS,WA,80.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,1083.0,0.0,0.0,0.0,1.0,DYNSYM,A,1584.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,60.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,912.0,10.0,0.0,0.0,16.0,PROGBITS,A,4152.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,254,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,472.0,8.0,0.0,0.0,8.0,1,66,1,0,0,0,4,4,1,57,57,3,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,60,B
glxinfo,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401e80,64,37776,0,64,56,9,64,29,28,PROGBITS,AX,12994.0,0.0,0.0,0.0,16.0,NOBITS,WA,424.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,148.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,903.0,0.0,0.0,0.0,1.0,DYNSYM,A,1512.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,60.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,848.0,10.0,0.0,0.0,16.0,PROGBITS,A,15173.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,440.0,8.0,0.0,0.0,8.0,1,63,1,0,0,0,4,4,1,54,54,3,58,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,60,B
runuser,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,402680,64,29872,0,64,56,9,64,29,28,PROGBITS,AX,9865.0,0.0,0.0,0.0,16.0,NOBITS,WA,128.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,36.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,1276.0,0.0,0.0,0.0,1.0,DYNSYM,A,2928.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,100.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,1664.0,10.0,0.0,0.0,16.0,PROGBITS,A,3712.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,848.0,8.0,0.0,0.0,8.0,1,122,6,0,3,0,4,7,1,105,105,3,114,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,100,B
mren,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4034b0,64,180512,0,64,56,9,64,29,28,PROGBITS,AX,116233.0,0.0,0.0,0.0,16.0,NOBITS,WA,7280.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,2856.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,1353.0,0.0,0.0,0.0,1.0,DYNSYM,A,3792.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,72.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,2400.0,10.0,0.0,0.0,16.0,PROGBITS,A,23550.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,1216.0,8.0,0.0,0.0,8.0,1,158,6,0,1,0,1,2,1,149,149,0,155,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,72,B
rtstat,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401710,64,17336,0,64,56,9,64,28,27,PROGBITS,AX,6450.0,0.0,0.0,0.0,16.0,NOBITS,WA,3240.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,384.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,421.0,0.0,0.0,0.0,1.0,DYNSYM,A,1008.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,48.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,608.0,10.0,0.0,0.0,16.0,PROGBITS,A,1870.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,243,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,320.0,8.0,0.0,0.0,8.0,1,42,3,0,0,0,1,1,1,37,37,0,40,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,48,B
bioradtopgm,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400e60,64,8592,0,64,56,9,64,28,27,PROGBITS,AX,1554.0,0.0,0.0,0.0,16.0,NOBITS,WA,32.0,0.0,0.0,0.0,16.0,,,,,,,,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,480.0,10.0,6.0,0.0,8.0,STRTAB,A,335.0,0.0,0.0,0.0,1.0,DYNSYM,A,624.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,64.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,240.0,10.0,0.0,0.0,16.0,PROGBITS,A,312.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,243,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,136.0,8.0,0.0,0.0,8.0,1,26,2,0,0,0,4,4,1,16,16,3,21,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,64,B
gvfs-mime,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401360,64,8984,0,64,56,9,64,29,28,PROGBITS,AX,1698.0,0.0,0.0,0.0,16.0,NOBITS,WA,16.0,0.0,0.0,0.0,4.0,,,,,,,,PROGBITS,WA,224.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,528.0,10.0,6.0,0.0,8.0,STRTAB,A,724.0,0.0,0.0,0.0,1.0,DYNSYM,A,888.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,56.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,448.0,10.0,0.0,0.0,16.0,PROGBITS,A,736.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,240.0,8.0,0.0,0.0,8.0,1,37,0,0,0,0,4,4,1,29,29,3,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,5,1,26,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,56,B
expand,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401b10,64,29616,0,64,56,9,64,29,28,PROGBITS,AX,13785.0,0.0,0.0,0.0,16.0,NOBITS,WA,512.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,148.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,685.0,0.0,0.0,0.0,1.0,DYNSYM,A,1560.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,72.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,880.0,10.0,0.0,0.0,16.0,PROGBITS,A,3802.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,456.0,8.0,0.0,0.0,8.0,1,65,7,0,2,0,1,3,1,54,54,0,61,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,72,B
dmesg,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4033f0,64,58760,0,64,56,9,64,30,29,PROGBITS,AX,24729.0,0.0,0.0,0.0,16.0,NOBITS,WA,232.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,8448.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,1139.0,0.0,0.0,0.0,1.0,DYNSYM,A,2640.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,60.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,24.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,1600.0,10.0,0.0,0.0,16.0,PROGBITS,A,7738.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,271,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,816.0,8.0,0.0,0.0,8.0,1,110,5,0,1,0,4,5,1,99,99,0,104,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,60,B
intel_l3_parity,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,404d50,64,122568,0,64,56,9,64,30,29,PROGBITS,AX,64249.0,0.0,0.0,0.0,16.0,NOBITS,WA,4112.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,2112.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,560.0,10.0,6.0,0.0,8.0,STRTAB,A,2510.0,0.0,0.0,0.0,1.0,DYNSYM,A,4392.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,64.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,64.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,2656.0,10.0,0.0,0.0,16.0,PROGBITS,A,21551.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,271,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,1344.0,8.0,0.0,0.0,8.0,1,183,7,0,0,0,5,5,1,167,167,3,177,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,7,1,28,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,64,B
